,Year,Category,Prize,Prize Share,Laureate ID,Laureate Type,Full Name,Birth Date,Birth City,Birth Country,Sex,Organization Name,Organization City,Organization Country
331,1959,Chemistry,The Nobel Prize in Chemistry 1959,1/1,223,Individual,Jaroslav Heyrovsky,1890-12-20,Prague,Austria-Hungary (Czech Republic),Male,Polarographic Institute of the Czechoslovak Academy of Science,Prague,Czechoslovakia
332,1959,Literature,The Nobel Prize in Literature 1959,1/1,630,Individual,Salvatore Quasimodo,1901-08-20,Modica,Italy,Male,Self,Self,Self
333,1959,Medicine,The Nobel Prize in Physiology or Medicine 1959,1/2,367,Individual,Severo Ochoa,1905-09-24,Luarca,Spain,Male,"New York University, College of Medicine","New York, NY",United States of America
334,1959,Medicine,The Nobel Prize in Physiology or Medicine 1959,1/2,368,Individual,Arthur Kornberg,1918-03-03,"Brooklyn, NY",United States of America,Male,Stanford University,"Stanford, CA",United States of America
335,1959,Peace,The Nobel Peace Prize 1959,1/1,518,Individual,Philip J. Noel-Baker,1889-11-01,London,United Kingdom,Male,Self,Self,Self
336,1959,Physics,The Nobel Prize in Physics 1959,1/2,72,Individual,Emilio Gino Segrè,1905-02-01,Tivoli,Italy,Male,University of California,"Berkeley, CA",United States of America
337,1959,Physics,The Nobel Prize in Physics 1959,1/2,73,Individual,Owen Chamberlain,1920-07-10,"San Francisco, CA",United States of America,Male,University of California,"Berkeley, CA",United States of America
338,1960,Chemistry,The Nobel Prize in Chemistry 1960,1/1,224,Individual,Willard Frank Libby,1908-12-17,"Grand Valley, CO",United States of America,Male,University of California,"Los Angeles, CA",United States of America
339,1960,Literature,The Nobel Prize in Literature 1960,1/1,631,Individual,Saint-John Perse,1887-05-31,Pointe-à-Pitre,Guadeloupe Island,Male,Self,Self,Self
340,1960,Medicine,The Nobel Prize in Physiology or Medicine 1960,1/2,369,Individual,Sir Frank Macfarlane Burnet,1899-09-03,Traralgon,Australia,Male,Walter and Eliza Hall Institute for Medical Research,Melbourne,Australia
341,1960,Medicine,The Nobel Prize in Physiology or Medicine 1960,1/2,370,Individual,Peter Brian Medawar,1915-02-28,Rio de Janeiro,Brazil,Male,University College,London,United Kingdom
342,1960,Peace,The Nobel Peace Prize 1960,1/1,519,Individual,Albert John Lutuli,1898-00-00,Bulawayo,Southern Rhodesia (Zimbabwe),Male,Self,Self,Self
343,1960,Physics,The Nobel Prize in Physics 1960,1/1,74,Individual,Donald Arthur Glaser,1926-09-21,"Cleveland, OH",United States of America,Male,University of California,"Berkeley, CA",United States of America
344,1961,Chemistry,The Nobel Prize in Chemistry 1961,1/1,225,Individual,Melvin Calvin,1911-04-08,"St. Paul, MN",United States of America,Male,University of California,"Berkeley, CA",United States of America
345,1961,Literature,The Nobel Prize in Literature 1961,1/1,633,Individual,Ivo Andric,1892-10-10,Dolac,Bosnia (Bosnia and Herzegovina),Male,Self,Self,Self
346,1961,Medicine,The Nobel Prize in Physiology or Medicine 1961,1/1,371,Individual,Georg von Békésy,1899-06-03,Budapest,Hungary,Male,Harvard University,"Cambridge, MA",United States of America
347,1961,Peace,The Nobel Peace Prize 1961,1/1,520,Individual,Dag Hjalmar Agne Carl Hammarskjöld,1905-07-29,Jönköping,Sweden,Male,Self,Self,Self
348,1961,Physics,The Nobel Prize in Physics 1961,1/2,75,Individual,Robert Hofstadter,1915-02-05,"New York, NY",United States of America,Male,Stanford University,"Stanford, CA",United States of America
349,1961,Physics,The Nobel Prize in Physics 1961,1/2,76,Individual,Rudolf Ludwig Mössbauer,1929-01-31,Munich,Germany,Male,Technical University,Munich,Federal Republic of Germany
351,1962,Chemistry,The Nobel Prize in Chemistry 1962,1/2,226,Individual,Max Ferdinand Perutz,1914-05-19,Vienna,Austria,Male,MRC Laboratory of Molecular Biology,Cambridge,United Kingdom
352,1962,Chemistry,The Nobel Prize in Chemistry 1962,1/2,227,Individual,John Cowdery Kendrew,1917-03-24,Oxford,United Kingdom,Male,MRC Laboratory of Molecular Biology,Cambridge,United Kingdom
353,1962,Literature,The Nobel Prize in Literature 1962,1/1,634,Individual,John Steinbeck,1902-02-27,"Salinas, CA",United States of America,Male,Self,Self,Self
354,1962,Medicine,The Nobel Prize in Physiology or Medicine 1962,1/3,372,Individual,Francis Harry Compton Crick,1916-06-08,Northampton,United Kingdom,Male,MRC Laboratory of Molecular Biology,Cambridge,United Kingdom
355,1962,Medicine,The Nobel Prize in Physiology or Medicine 1962,1/3,373,Individual,James Dewey Watson,1928-04-06,"Chicago, IL",United States of America,Male,Harvard University,"Cambridge, MA",United States of America
356,1962,Medicine,The Nobel Prize in Physiology or Medicine 1962,1/3,374,Individual,Maurice Hugh Frederick Wilkins,1916-12-15,Pongaroa,New Zealand,Male,London University,London,United Kingdom
358,1962,Physics,The Nobel Prize in Physics 1962,1/1,77,Individual,Lev Davidovich Landau,1908-01-22,Baku,Russian Empire (Azerbaijan),Male,Academy of Sciences,Moscow,Union of Soviet Socialist Republics
359,1963,Chemistry,The Nobel Prize in Chemistry 1963,1/2,228,Individual,Karl Ziegler,1898-11-26,Helsa,Germany,Male,Max-Planck-Institut für Kohlenforschung (Max-Planck-Institute for Carbon Research),Mülheim/Ruhr,Federal Republic of Germany
360,1963,Chemistry,The Nobel Prize in Chemistry 1963,1/2,229,Individual,Giulio Natta,1903-02-26,Imperia,Italy,Male,Institute of Technology,Milan,Italy
361,1963,Literature,The Nobel Prize in Literature 1963,1/1,635,Individual,Giorgos Seferis,1900-03-13,Smyrna (Izmir),Ottoman Empire (Turkey),Male,Self,Self,Self
362,1963,Medicine,The Nobel Prize in Physiology or Medicine 1963,1/3,375,Individual,Sir John Carew Eccles,1903-01-27,Melbourne,Australia,Male,Australian National University,Canberra,Australia
363,1963,Medicine,The Nobel Prize in Physiology or Medicine 1963,1/3,376,Individual,Alan Lloyd Hodgkin,1914-02-05,Banbury,United Kingdom,Male,University of Cambridge,Cambridge,United Kingdom
364,1963,Medicine,The Nobel Prize in Physiology or Medicine 1963,1/3,377,Individual,Andrew Fielding Huxley,1917-11-22,Hampstead,United Kingdom,Male,University College,London,United Kingdom
367,1963,Physics,The Nobel Prize in Physics 1963,1/2,78,Individual,Eugene Paul Wigner,1902-11-17,Budapest,Austria-Hungary (Hungary),Male,Princeton University,"Princeton, NJ",United States of America
368,1963,Physics,The Nobel Prize in Physics 1963,1/4,79,Individual,Maria Goeppert Mayer,1906-06-28,Kattowitz (Katowice),Germany (Poland),Female,University of California,"San Diego, CA",United States of America
369,1963,Physics,The Nobel Prize in Physics 1963,1/4,80,Individual,J. Hans D. Jensen,1907-06-25,Hamburg,Germany,Male,University of Heidelberg,Heidelberg,Federal Republic of Germany
370,1964,Chemistry,The Nobel Prize in Chemistry 1964,1/1,230,Individual,Dorothy Crowfoot Hodgkin,1910-05-12,Cairo,Egypt,Female,"University of Oxford, Royal Society",Oxford,United Kingdom
371,1964,Literature,The Nobel Prize in Literature 1964,1/1,637,Individual,Jean-Paul Sartre,1905-06-21,Paris,France,Male,Self,Self,Self
372,1964,Medicine,The Nobel Prize in Physiology or Medicine 1964,1/2,378,Individual,Konrad Bloch,1912-01-21,Neisse (Nysa),Germany (Poland),Male,Harvard University,"Cambridge, MA",United States of America
373,1964,Medicine,The Nobel Prize in Physiology or Medicine 1964,1/2,379,Individual,Feodor Lynen,1911-04-06,Munich,Germany,Male,Max-Planck-Institut für Zellchemie,Munich,Federal Republic of Germany
374,1964,Peace,The Nobel Peace Prize 1964,1/1,524,Individual,Martin Luther King Jr.,1929-01-15,"Atlanta, GA",United States of America,Male,Self,Self,Self
375,1964,Physics,The Nobel Prize in Physics 1964,1/2,81,Individual,Charles Hard Townes,1915-07-28,"Greenville, SC",United States of America,Male,Massachusetts Institute of Technology (MIT),"Cambridge, MA",United States of America
376,1964,Physics,The Nobel Prize in Physics 1964,1/4,82,Individual,Nicolay Gennadiyevich Basov,1922-12-14,Usman,Union of Soviet Socialist Republics (Russia),Male,P.N. Lebedev Physical Institute,Moscow,Union of Soviet Socialist Republics
377,1964,Physics,The Nobel Prize in Physics 1964,1/4,83,Individual,Aleksandr Mikhailovich Prokhorov,1916-07-11,Atherton,Australia,Male,P.N. Lebedev Physical Institute,Moscow,Union of Soviet Socialist Republics
378,1965,Chemistry,The Nobel Prize in Chemistry 1965,1/1,231,Individual,Robert Burns Woodward,1917-04-10,"Boston, MA",United States of America,Male,Harvard University,"Cambridge, MA",United States of America
379,1965,Literature,The Nobel Prize in Literature 1965,1/1,638,Individual,Mikhail Aleksandrovich Sholokhov,1905-05-24,Veshenskaya,Russia,Male,Self,Self,Self
380,1965,Medicine,The Nobel Prize in Physiology or Medicine 1965,1/3,380,Individual,François Jacob,1920-06-17,Nancy,France,Male,Institut Pasteur,Paris,France
381,1965,Medicine,The Nobel Prize in Physiology or Medicine 1965,1/3,381,Individual,André Lwoff,1902-05-08,Ainay-le-Château,France,Male,Institut Pasteur,Paris,France
382,1965,Medicine,The Nobel Prize in Physiology or Medicine 1965,1/3,382,Individual,Jacques Monod,1910-02-09,Paris,France,Male,Institut Pasteur,Paris,France
384,1965,Physics,The Nobel Prize in Physics 1965,1/3,84,Individual,Sin-Itiro Tomonaga,1906-03-31,Kyoto,Japan,Male,Tokyo University of Education,Tokyo,Japan
385,1965,Physics,The Nobel Prize in Physics 1965,1/3,85,Individual,Julian Schwinger,1918-02-12,"New York, NY",United States of America,Male,Harvard University,"Cambridge, MA",United States of America
386,1965,Physics,The Nobel Prize in Physics 1965,1/3,86,Individual,Richard P. Feynman,1918-05-11,"New York, NY",United States of America,Male,California Institute of Technology (Caltech),"Pasadena, CA",United States of America
387,1966,Chemistry,The Nobel Prize in Chemistry 1966,1/1,232,Individual,Robert S. Mulliken,1896-06-07,"Newburyport, MA",United States of America,Male,University of Chicago,"Chicago, IL",United States of America
388,1966,Literature,The Nobel Prize in Literature 1966,1/2,639,Individual,Shmuel Yosef Agnon,1888-07-17,Buczacz (Buchach),Austria-Hungary (Ukraine),Male,Self,Self,Self
389,1966,Literature,The Nobel Prize in Literature 1966,1/2,640,Individual,Nelly Sachs,1891-12-10,Berlin,Germany,Female,Self,Self,Self
390,1966,Medicine,The Nobel Prize in Physiology or Medicine 1966,1/2,383,Individual,Peyton Rous,1879-10-05,"Baltimore, MD",United States of America,Male,Rockefeller University,"New York, NY",United States of America
391,1966,Medicine,The Nobel Prize in Physiology or Medicine 1966,1/2,384,Individual,Charles Brenton Huggins,1901-09-22,Halifax,Canada,Male,"University of Chicago, Ben May Laboratory for Cancer Research","Chicago, IL",United States of America
392,1966,Physics,The Nobel Prize in Physics 1966,1/1,87,Individual,Alfred Kastler,1902-05-03,Guebwiller,Germany (France),Male,École Normale Supérieure,Paris,France
393,1967,Chemistry,The Nobel Prize in Chemistry 1967,1/2,233,Individual,Manfred Eigen,1927-05-09,Bochum,Germany,Male,Max-Planck-Institut für Physikalische Chemie,Göttingen,Federal Republic of Germany
394,1967,Chemistry,The Nobel Prize in Chemistry 1967,1/4,234,Individual,Ronald George Wreyford Norrish,1897-11-09,Cambridge,United Kingdom,Male,Institute of Physical Chemistry,Cambridge,United Kingdom
395,1967,Chemistry,The Nobel Prize in Chemistry 1967,1/4,235,Individual,George Porter,1920-12-06,Stainforth,United Kingdom,Male,Royal Institution of Great Britain,London,United Kingdom
396,1967,Literature,The Nobel Prize in Literature 1967,1/1,641,Individual,Miguel Angel Asturias,1899-10-19,Guatemala City,Guatemala,Male,Self,Self,Self
397,1967,Medicine,The Nobel Prize in Physiology or Medicine 1967,1/3,385,Individual,Ragnar Granit,1900-10-30,Helsinki,Russian Empire (Finland),Male,Karolinska Institutet,Stockholm,Sweden
398,1967,Medicine,The Nobel Prize in Physiology or Medicine 1967,1/3,386,Individual,Haldan Keffer Hartline,1903-12-22,"Bloomsburg, PA",United States of America,Male,Rockefeller University,"New York, NY",United States of America
399,1967,Medicine,The Nobel Prize in Physiology or Medicine 1967,1/3,387,Individual,George Wald,1906-11-18,"New York, NY",United States of America,Male,Harvard University,"Cambridge, MA",United States of America
400,1967,Physics,The Nobel Prize in Physics 1967,1/1,88,Individual,Hans Albrecht Bethe,1906-07-02,Strassburg (Strasbourg),Germany (France),Male,Cornell University,"Ithaca, NY",United States of America
401,1968,Chemistry,The Nobel Prize in Chemistry 1968,1/1,236,Individual,Lars Onsager,1903-11-27,Kristiania (Oslo),Norway,Male,Yale University,"New Haven, CT",United States of America
402,1968,Literature,The Nobel Prize in Literature 1968,1/1,642,Individual,Yasunari Kawabata,1899-06-11,Osaka,Japan,Male,Self,Self,Self
403,1968,Medicine,The Nobel Prize in Physiology or Medicine 1968,1/3,388,Individual,Robert W. Holley,1922-01-28,"Urbana, IL",United States of America,Male,Cornell University,"Ithaca, NY",United States of America
404,1968,Medicine,The Nobel Prize in Physiology or Medicine 1968,1/3,389,Individual,Har Gobind Khorana,1922-01-09,Raipur,India,Male,University of Wisconsin,"Madison, WI",United States of America
405,1968,Medicine,The Nobel Prize in Physiology or Medicine 1968,1/3,390,Individual,Marshall W. Nirenberg,1927-04-10,"New York, NY",United States of America,Male,National Institutes of Health,"Bethesda, MD",United States of America
406,1968,Peace,The Nobel Peace Prize 1968,1/1,526,Individual,René Cassin,1887-10-05,Bayonne,France,Male,Self,Self,Self
407,1968,Physics,The Nobel Prize in Physics 1968,1/1,89,Individual,Luis Walter Alvarez,1911-06-13,"San Francisco, CA",United States of America,Male,University of California,"Berkeley, CA",United States of America
408,1969,Chemistry,The Nobel Prize in Chemistry 1969,1/2,237,Individual,Derek H. R. Barton,1918-09-08,Gravesend,United Kingdom,Male,Imperial College,London,United Kingdom
409,1969,Chemistry,The Nobel Prize in Chemistry 1969,1/2,238,Individual,Odd Hassel,1897-05-17,Kristiania (Oslo),Norway,Male,University of Oslo,Oslo,Norway
410,1969,Economics,The Sveriges Riksbank Prize in Economic Sciences 1969,1/2,677,Individual,Ragnar Frisch,1895-03-03,Oslo,Norway,Male,University of Oslo,Oslo,Norway
411,1969,Economics,The Sveriges Riksbank Prize in Economic Sciences 1969,1/2,678,Individual,Jan Tinbergen,1903-04-12,the Hague,Netherlands,Male,The Netherlands School of Economics,Rotterdam,Netherlands
412,1969,Literature,The Nobel Prize in Literature 1969,1/1,643,Individual,Samuel Beckett,1906-04-13,Dublin,Ireland,Male,Self,Self,Self
413,1969,Medicine,The Nobel Prize in Physiology or Medicine 1969,1/3,391,Individual,Max Delbrück,1906-09-04,Berlin,Germany,Male,California Institute of Technology (Caltech),"Pasadena, CA",United States of America
414,1969,Medicine,The Nobel Prize in Physiology or Medicine 1969,1/3,392,Individual,Alfred D. Hershey,1908-12-04,"Owosso, MI",United States of America,Male,Carnegie Institution of Washington,"Long Island, New York, NY",United States of America
415,1969,Medicine,The Nobel Prize in Physiology or Medicine 1969,1/3,393,Individual,Salvador E. Luria,1912-08-13,Torino,Italy,Male,Massachusetts Institute of Technology (MIT),"Cambridge, MA",United States of America
417,1969,Physics,The Nobel Prize in Physics 1969,1/1,90,Individual,Murray Gell-Mann,1929-09-15,"New York, NY",United States of America,Male,California Institute of Technology (Caltech),"Pasadena, CA",United States of America
418,1970,Chemistry,The Nobel Prize in Chemistry 1970,1/1,239,Individual,Luis F. Leloir,1906-09-06,Paris,France,Male,Institute for Biochemical Research,Buenos Aires,Argentina
419,1970,Economics,The Sveriges Riksbank Prize in Economic Sciences 1970,1/1,679,Individual,Paul A. Samuelson,1915-05-15,"Gary, IN",United States of America,Male,Massachusetts Institute of Technology (MIT),"Cambridge, MA",United States of America
420,1970,Literature,The Nobel Prize in Literature 1970,1/1,644,Individual,Aleksandr Isayevich Solzhenitsyn,1918-12-11,Kislovodsk,Russia,Male,Self,Self,Self
421,1970,Medicine,The Nobel Prize in Physiology or Medicine 1970,1/3,394,Individual,Sir Bernard Katz,1911-03-26,Leipzig,Germany,Male,University College,London,United Kingdom
422,1970,Medicine,The Nobel Prize in Physiology or Medicine 1970,1/3,395,Individual,Ulf von Euler,1905-02-07,Stockholm,Sweden,Male,Karolinska Institutet,Stockholm,Sweden
423,1970,Medicine,The Nobel Prize in Physiology or Medicine 1970,1/3,396,Individual,Julius Axelrod,1912-05-30,"New York, NY",United States of America,Male,National Institutes of Health,"Bethesda, MD",United States of America
424,1970,Peace,The Nobel Peace Prize 1970,1/1,528,Individual,Norman E. Borlaug,1914-03-25,"Cresco, IA",United States of America,Male,Self,Self,Self
425,1970,Physics,The Nobel Prize in Physics 1970,1/2,91,Individual,Hannes Olof Gösta Alfvén,1908-05-30,Norrköping,Sweden,Male,Royal Institute of Technology,Stockholm,Sweden
426,1970,Physics,The Nobel Prize in Physics 1970,1/2,92,Individual,Louis Eugène Félix Néel,1904-11-22,Lyon,France,Male,University of Grenoble,Grenoble,France
427,1971,Chemistry,The Nobel Prize in Chemistry 1971,1/1,240,Individual,Gerhard Herzberg,1904-12-25,Hamburg,Germany,Male,National Research Council of Canada,Ottawa,Canada
428,1971,Economics,The Sveriges Riksbank Prize in Economic Sciences 1971,1/1,680,Individual,Simon Kuznets,1901-04-30,Pinsk,Russian Empire (Belarus),Male,Harvard University,"Cambridge, MA",United States of America
429,1971,Literature,The Nobel Prize in Literature 1971,1/1,645,Individual,Pablo Neruda,1904-07-12,Parral,Chile,Male,Self,Self,Self
430,1971,Medicine,The Nobel Prize in Physiology or Medicine 1971,1/1,397,Individual,"Earl W. Sutherland, Jr.",1915-11-19,"Burlingame, KS",United States of America,Male,Vanderbilt University,"Nashville, TN",United States of America
431,1971,Peace,The Nobel Peace Prize 1971,1/1,529,Individual,Willy Brandt,1913-12-18,Lübeck,Germany,Male,Self,Self,Self
432,1971,Physics,The Nobel Prize in Physics 1971,1/1,93,Individual,Dennis Gabor,1900-06-05,Budapest,Hungary,Male,Imperial College,London,United Kingdom
433,1972,Chemistry,The Nobel Prize in Chemistry 1972,1/2,241,Individual,Christian B. Anfinsen,1916-03-26,"Monessen, PA",United States of America,Male,National Institutes of Health,"Bethesda, MD",United States of America
434,1972,Chemistry,The Nobel Prize in Chemistry 1972,1/4,242,Individual,Stanford Moore,1913-09-04,"Chicago, IL",United States of America,Male,Rockefeller University,"New York, NY",United States of America
435,1972,Chemistry,The Nobel Prize in Chemistry 1972,1/4,243,Individual,William H. Stein,1911-06-25,"New York, NY",United States of America,Male,Rockefeller University,"New York, NY",United States of America
436,1972,Economics,The Sveriges Riksbank Prize in Economic Sciences 1972,1/2,681,Individual,John R. Hicks,1904-04-08,Warwick,United Kingdom,Male,All Souls College,Oxford,United Kingdom
437,1972,Economics,The Sveriges Riksbank Prize in Economic Sciences 1972,1/2,682,Individual,Kenneth J. Arrow,1921-08-23,"New York, NY",United States of America,Male,Harvard University,"Cambridge, MA",United States of America
438,1972,Literature,The Nobel Prize in Literature 1972,1/1,647,Individual,Heinrich Böll,1917-12-21,Cologne,Germany,Male,Self,Self,Self
439,1972,Medicine,The Nobel Prize in Physiology or Medicine 1972,1/2,398,Individual,Gerald M. Edelman,1929-07-01,"New York, NY",United States of America,Male,Rockefeller University,"New York, NY",United States of America
440,1972,Medicine,The Nobel Prize in Physiology or Medicine 1972,1/2,399,Individual,Rodney R. Porter,1917-10-08,Newton-le-Willows,United Kingdom,Male,University of Oxford,Oxford,United Kingdom
442,1972,Physics,The Nobel Prize in Physics 1972,1/3,95,Individual,Leon Neil Cooper,1930-02-28,"New York, NY",United States of America,Male,Brown University,"Providence, RI",United States of America
443,1972,Physics,The Nobel Prize in Physics 1972,1/3,96,Individual,John Robert Schrieffer,1931-05-31,"Oak Park, IL",United States of America,Male,University of Pennsylvania,"Philadelphia, PA",United States of America
444,1973,Chemistry,The Nobel Prize in Chemistry 1973,1/2,244,Individual,Ernst Otto Fischer,1918-11-10,Munich,Germany,Male,Technical University,Munich,Federal Republic of Germany
445,1973,Chemistry,The Nobel Prize in Chemistry 1973,1/2,245,Individual,Geoffrey Wilkinson,1921-07-14,Todmorden,United Kingdom,Male,Imperial College,London,United Kingdom
446,1973,Economics,The Sveriges Riksbank Prize in Economic Sciences 1973,1/1,683,Individual,Wassily Leontief,1906-08-05,St. Petersburg,Russia,Male,Harvard University,"Cambridge, MA",United States of America
447,1973,Literature,The Nobel Prize in Literature 1973,1/1,648,Individual,Patrick White,1912-05-28,London,United Kingdom,Male,Self,Self,Self
448,1973,Medicine,The Nobel Prize in Physiology or Medicine 1973,1/3,400,Individual,Karl von Frisch,1886-11-20,Vienna,Austria,Male,Zoologisches Institut der Universität München,Munich,Federal Republic of Germany
449,1973,Medicine,The Nobel Prize in Physiology or Medicine 1973,1/3,401,Individual,Konrad Lorenz,1903-11-07,Vienna,Austria,Male,"Konrad-Lorenz-Institut der Österreichischen Akademie der Wissen­schaften, Forschungsstelle für Ethologie",Altenberg; Grünau im Almtal,Austria
450,1973,Medicine,The Nobel Prize in Physiology or Medicine 1973,1/3,402,Individual,Nikolaas Tinbergen,1907-04-15,the Hague,Netherlands,Male,University of Oxford,Oxford,United Kingdom
451,1973,Peace,The Nobel Peace Prize 1973,1/2,530,Individual,Henry A. Kissinger,1923-05-27,Fürth,Germany,Male,Self,Self,Self
452,1973,Peace,The Nobel Peace Prize 1973,1/2,531,Individual,Le Duc Tho,1911-10-14,Nam Ha province,Vietnam,Male,Self,Self,Self
453,1973,Physics,The Nobel Prize in Physics 1973,1/4,97,Individual,Leo Esaki,1925-03-12,Osaka,Japan,Male,IBM Thomas J. Watson Research Center,"Yorktown Heights, NY",United States of America
454,1973,Physics,The Nobel Prize in Physics 1973,1/4,98,Individual,Ivar Giaever,1929-04-05,Bergen,Norway,Male,General Electric Company,"Schenectady, NY",United States of America
455,1973,Physics,The Nobel Prize in Physics 1973,1/2,99,Individual,Brian David Josephson,1940-01-04,Cardiff,United Kingdom,Male,University of Cambridge,Cambridge,United Kingdom
456,1974,Chemistry,The Nobel Prize in Chemistry 1974,1/1,246,Individual,Paul J. Flory,1910-06-19,"Sterling, IL",United States of America,Male,Stanford University,"Stanford, CA",United States of America
457,1974,Economics,The Sveriges Riksbank Prize in Economic Sciences 1974,1/2,684,Individual,Gunnar Myrdal,1898-12-06,Skattungbyn,Sweden,Male,self,self,self
458,1974,Economics,The Sveriges Riksbank Prize in Economic Sciences 1974,1/2,685,Individual,Friedrich August von Hayek,1899-05-08,Vienna,Austria,Male,self,self,self
459,1974,Literature,The Nobel Prize in Literature 1974,1/2,649,Individual,Eyvind Johnson,1900-07-29,Svartbjörnsbyn,Sweden,Male,Self,Self,Self
460,1974,Literature,The Nobel Prize in Literature 1974,1/2,650,Individual,Harry Martinson,1904-05-06,Jämshög,Sweden,Male,Self,Self,Self
461,1974,Medicine,The Nobel Prize in Physiology or Medicine 1974,1/3,403,Individual,Albert Claude,1898-08-24,Longlier,Belgium,Male,Université Catholique de Louvain,Louvain,Belgium
462,1974,Medicine,The Nobel Prize in Physiology or Medicine 1974,1/3,404,Individual,Christian de Duve,1917-10-02,Thames Ditton,United Kingdom,Male,Rockefeller University,"New York, NY",United States of America
464,1974,Medicine,The Nobel Prize in Physiology or Medicine 1974,1/3,405,Individual,George E. Palade,1912-11-19,Iasi,Romania,Male,"Yale University, School of Medicine","New Haven, CT",United States of America
465,1974,Peace,The Nobel Peace Prize 1974,1/2,532,Individual,Seán MacBride,1904-01-26,Paris,France,Male,Self,Self,Self
466,1974,Peace,The Nobel Peace Prize 1974,1/2,533,Individual,Eisaku Sato,1901-03-27,Tabuse,Japan,Male,Self,Self,Self
467,1974,Physics,The Nobel Prize in Physics 1974,1/2,100,Individual,Sir Martin Ryle,1918-09-27,Brighton,United Kingdom,Male,University of Cambridge,Cambridge,United Kingdom
468,1974,Physics,The Nobel Prize in Physics 1974,1/2,101,Individual,Antony Hewish,1924-05-11,Fowey,United Kingdom,Male,University of Cambridge,Cambridge,United Kingdom
469,1975,Chemistry,The Nobel Prize in Chemistry 1975,1/2,247,Individual,John Warcup Cornforth,1917-09-07,Sydney,Australia,Male,University of Sussex,Brighton,United Kingdom
470,1975,Chemistry,The Nobel Prize in Chemistry 1975,1/2,248,Individual,Vladimir Prelog,1906-07-23,Sarajevo,Austria-Hungary (Bosnia and Herzegovina),Male,Eidgenössische Technische Hochschule (Swiss Federal Institute of Technology),Zurich,Switzerland
471,1975,Economics,The Sveriges Riksbank Prize in Economic Sciences 1975,1/2,686,Individual,Leonid Vitaliyevich Kantorovich,1912-01-19,St. Petersburg,Russian Empire (Russia),Male,Academy of Sciences,Moscow,Union of Soviet Socialist Republics
472,1975,Economics,The Sveriges Riksbank Prize in Economic Sciences 1975,1/2,687,Individual,Tjalling C. Koopmans,1910-08-28,'s Graveland,Netherlands,Male,Yale University,"New Haven, CT",United States of America
473,1975,Literature,The Nobel Prize in Literature 1975,1/1,651,Individual,Eugenio Montale,1896-10-12,Genoa,Italy,Male,Self,Self,Self
474,1975,Medicine,The Nobel Prize in Physiology or Medicine 1975,1/3,406,Individual,David Baltimore,1938-03-07,"New York, NY",United States of America,Male,Massachusetts Institute of Technology (MIT),"Cambridge, MA",United States of America
475,1975,Medicine,The Nobel Prize in Physiology or Medicine 1975,1/3,407,Individual,Renato Dulbecco,1914-02-22,Catanzaro,Italy,Male,Imperial Cancer Research Fund Laboratory,London,United Kingdom
476,1975,Medicine,The Nobel Prize in Physiology or Medicine 1975,1/3,408,Individual,Howard Martin Temin,1934-12-10,"Philadelphia, PA",United States of America,Male,University of Wisconsin,"Madison, WI",United States of America
477,1975,Peace,The Nobel Peace Prize 1975,1/1,534,Individual,Andrei Dmitrievich Sakharov,1921-05-21,Moscow,Russia,Male,Self,Self,Self
478,1975,Physics,The Nobel Prize in Physics 1975,1/3,102,Individual,Aage Niels Bohr,1922-06-19,Copenhagen,Denmark,Male,Niels Bohr Institute,Copenhagen,Denmark
479,1975,Physics,The Nobel Prize in Physics 1975,1/3,103,Individual,Ben Roy Mottelson,1926-07-09,"Chicago, IL",United States of America,Male,Nordita,Copenhagen,Denmark
480,1975,Physics,The Nobel Prize in Physics 1975,1/3,104,Individual,Leo James Rainwater,1917-12-09,"Council, ID",United States of America,Male,Columbia University,"New York, NY",United States of America
481,1976,Chemistry,The Nobel Prize in Chemistry 1976,1/1,249,Individual,William N. Lipscomb,1919-12-09,"Cleveland, OH",United States of America,Male,Harvard University,"Cambridge, MA",United States of America
482,1976,Economics,The Sveriges Riksbank Prize in Economic Sciences 1976,1/1,688,Individual,Milton Friedman,1912-07-31,"Brooklyn, NY",United States of America,Male,University of Chicago,"Chicago, IL",United States of America
483,1976,Literature,The Nobel Prize in Literature 1976,1/1,652,Individual,Saul Bellow,1915-06-10,Montreal,Canada,Male,Self,Self,Self
484,1976,Medicine,The Nobel Prize in Physiology or Medicine 1976,1/2,409,Individual,Baruch S. Blumberg,1925-07-28,"New York, NY",United States of America,Male,The Institute for Cancer Research,"Philadelphia, PA",United States of America
485,1976,Medicine,The Nobel Prize in Physiology or Medicine 1976,1/2,410,Individual,D. Carleton Gajdusek,1923-09-09,"Yonkers, NY",United States of America,Male,National Institutes of Health,"Bethesda, MD",United States of America
486,1976,Peace,The Nobel Peace Prize 1976,1/2,535,Individual,Betty Williams,1943-05-22,Belfast,Northern Ireland,Female,Self,Self,Self
487,1976,Peace,The Nobel Peace Prize 1976,1/2,536,Individual,Mairead Corrigan,1944-01-27,Belfast,Northern Ireland,Female,Self,Self,Self
488,1976,Physics,The Nobel Prize in Physics 1976,1/2,105,Individual,Burton Richter,1931-03-22,"Brooklyn, NY",United States of America,Male,Stanford Linear Accelerator Center,"Stanford, CA",United States of America
489,1976,Physics,The Nobel Prize in Physics 1976,1/2,106,Individual,Samuel Chao Chung Ting,1936-01-27,"Ann Arbor, MI",United States of America,Male,Massachusetts Institute of Technology (MIT),"Cambridge, MA",United States of America
